plotid,sampleid,lon,lat,email,flagged,collection_time,analysis_duration,imagery_title,imagery_attributions,sample_geom,pl_scene,Type of vegetation:,Confidence:
113,113,-120.22999059646531,34.47520007261674,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:39,10.1 secs,NAIP 2018,,POINT(-120.22999059646531 34.47520007261674),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
114,114,-120.21831293263129,34.47166785791586,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:53,31.8 secs,NAIP 2020,,POINT(-120.21831293263129 34.47166785791586),ca_m_3412039_nw_10_060_20200522,iceplant,Low confidence
115,115,-120.23333726516253,34.475708618458505,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:40,7.4 secs,NAIP 2020,,POINT(-120.23333726516253 34.475708618458505),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
116,116,-120.22910108115896,34.47642388655162,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:40,5.4 secs,NAIP 2020,,POINT(-120.22910108115896 34.47642388655162),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
117,117,-120.19170390227114,34.47818750398998,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:40,5.5 secs,NAIP 2020,,POINT(-120.19170390227114 34.47818750398998),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
118,118,-120.22349717079409,34.476037009411044,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:40,38.1 secs,NAIP 2020,,POINT(-120.22349717079409 34.476037009411044),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
119,119,-120.2251997677632,34.47432329942676,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:54,32.4 secs,NAIP 2020,,POINT(-120.2251997677632 34.47432329942676),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
120,120,-120.22544850466133,34.4735176524556,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:41,5.1 secs,NAIP 2020,,POINT(-120.22544850466133 34.4735176524556),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
121,121,-120.23234293225926,34.477141020236324,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:41,7.7 secs,NAIP 2018,,POINT(-120.23234293225926 34.477141020236324),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
122,122,-120.19286905403658,34.473627795248305,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:54,43.9 secs,NAIP 2020,,POINT(-120.19286905403658 34.473627795248305),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
123,123,-120.22431148268006,34.47649361837725,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:41,16.3 secs,NAIP 2020,,POINT(-120.22431148268006 34.47649361837725),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
124,124,-120.19393477995574,34.47437162860851,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:42,10.4 secs,NAIP 2020,,POINT(-120.19393477995574 34.47437162860851),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
125,125,-120.2462986101029,34.47182061602359,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:42,13.7 secs,NAIP 2020,,POINT(-120.2462986101029 34.47182061602359),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
126,126,-120.20282644482717,34.478188541301016,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:42,7.4 secs,NAIP 2020,,POINT(-120.20282644482717 34.478188541301016),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
127,127,-120.25274899400344,34.47467021706377,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:42,6.0 secs,NAIP 2020,,POINT(-120.25274899400344 34.47467021706377),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
128,128,-120.19984293913906,34.475221159212346,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:42,5.9 secs,NAIP 2020,,POINT(-120.19984293913906 34.475221159212346),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
129,129,-120.20981088469077,34.478894573848834,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:42,7.5 secs,NAIP 2020,,POINT(-120.20981088469077 34.478894573848834),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
130,130,-120.20235692803696,34.47562492100849,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:42,5.0 secs,NAIP 2020,,POINT(-120.20235692803696 34.47562492100849),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
131,131,-120.20807119256786,34.47935781924584,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:43,6.3 secs,NAIP 2020,,POINT(-120.20807119256786 34.47935781924584),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
132,132,-120.19580601817495,34.479536554305774,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:43,6.5 secs,NAIP 2020,,POINT(-120.19580601817495 34.479536554305774),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
133,133,-120.18710312844257,34.47496627845037,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:43,9.0 secs,NAIP 2020,,POINT(-120.18710312844257 34.47496627845037),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
134,134,-120.23132485362716,34.47454883396868,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:43,13.3 secs,NAIP 2020,,POINT(-120.23132485362716 34.47454883396868),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
135,135,-120.2250412833887,34.47950118323129,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:43,12.1 secs,NAIP 2020,,POINT(-120.2250412833887 34.47950118323129),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
136,136,-120.21831533470339,34.47946176117894,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:43,8.9 secs,NAIP 2020,,POINT(-120.21831533470339 34.47946176117894),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
137,137,-120.23755761424847,34.47725366564061,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:44,5.1 secs,NAIP 2020,,POINT(-120.23755761424847 34.47725366564061),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
138,138,-120.22816806883553,34.47935583979023,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:55,42.0 secs,NAIP 2020,,POINT(-120.22816806883553 34.47935583979023),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
139,139,-120.19884802966186,34.4782163500313,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:44,7.6 secs,NAIP 2020,,POINT(-120.19884802966186 34.4782163500313),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
140,140,-120.19780514223137,34.478543986245505,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:44,5.6 secs,NAIP 2020,,POINT(-120.19780514223137 34.478543986245505),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
141,141,-120.2116789407069,34.472809259332806,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:56,33.1 secs,NAIP 2020,,POINT(-120.2116789407069 34.472809259332806),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
142,142,-120.24814205388203,34.4761404290632,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:44,15.2 secs,NAIP 2018,,POINT(-120.24814205388203 34.4761404290632),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
143,143,-120.19102824888682,34.474380538404716,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:44,9.7 secs,NAIP 2020,,POINT(-120.19102824888682 34.474380538404716),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
144,144,-120.23135206320418,34.47906027038529,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:44,6.3 secs,NAIP 2020,,POINT(-120.23135206320418 34.47906027038529),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
145,145,-120.23015125243934,34.47567426907813,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:45,16.7 secs,NAIP 2018,,POINT(-120.23015125243934 34.47567426907813),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
146,146,-120.18820509021587,34.4750186953552,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:45,8.5 secs,NAIP 2020,,POINT(-120.18820509021587 34.4750186953552),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
147,147,-120.23192804088859,34.47507091935262,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:45,6.4 secs,NAIP 2020,,POINT(-120.23192804088859 34.47507091935262),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
148,148,-120.21096590756764,34.47539453044553,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:45,5.1 secs,NAIP 2020,,POINT(-120.21096590756764 34.47539453044553),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
149,149,-120.18584194065419,34.47615415913921,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:45,5.2 secs,NAIP 2020,,POINT(-120.18584194065419 34.47615415913921),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
150,150,-120.23619313799064,34.46971556894417,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:56,49.2 secs,NAIP 2020,,POINT(-120.23619313799064 34.46971556894417),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
151,151,-120.19658266110956,34.477212457695806,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:45,5.2 secs,NAIP 2020,,POINT(-120.19658266110956 34.477212457695806),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
152,152,-120.19028593956202,34.47061530416696,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:57,32.2 secs,NAIP 2020,,POINT(-120.19028593956202 34.47061530416696),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
153,153,-120.22922436193467,34.475658654420734,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:46,4.9 secs,NAIP 2020,,POINT(-120.22922436193467 34.475658654420734),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
154,154,-120.21200598274972,34.47573738532381,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:46,16.1 secs,NAIP 2018,,POINT(-120.21200598274972 34.47573738532381),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
155,155,-120.19788365124754,34.47658787140219,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:46,10.2 secs,NAIP 2020,,POINT(-120.19788365124754 34.47658787140219),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
156,156,-120.19705753633833,34.47160922069424,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:46,6.9 secs,NAIP 2020,,POINT(-120.19705753633833 34.47160922069424),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
157,157,-120.23420170364655,34.474846584471855,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:46,8.6 secs,NAIP 2020,,POINT(-120.23420170364655 34.474846584471855),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
158,158,-120.20794286385113,34.47419505916428,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:46,5.7 secs,NAIP 2020,,POINT(-120.20794286385113 34.47419505916428),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
159,159,-120.22535824946375,34.478805260456205,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:46,5.0 secs,NAIP 2020,,POINT(-120.22535824946375 34.478805260456205),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
160,160,-120.23246366655907,34.478230896217326,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:47,22.3 secs,Mapbox Satellite,,POINT(-120.23246366655907 34.478230896217326),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
161,161,-120.185345412795,34.47635365251268,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:47,13.1 secs,NAIP 2020,,POINT(-120.185345412795 34.47635365251268),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
162,162,-120.2192105951857,34.472759208990716,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:48,33.6 secs,NAIP 2020,,POINT(-120.2192105951857 34.472759208990716),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
163,163,-120.20003009670191,34.47919537064945,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:48,10.0 secs,NAIP 2020,,POINT(-120.20003009670191 34.47919537064945),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
164,164,-120.18731066059465,34.47073071868807,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:48,11.3 secs,NAIP 2020,,POINT(-120.18731066059465 34.47073071868807),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
165,165,-120.20064250047966,34.4778734819115,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:48,9.3 secs,NAIP 2020,,POINT(-120.20064250047966 34.4778734819115),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
166,166,-120.19683766906242,34.47173939021917,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:48,6.6 secs,NAIP 2020,,POINT(-120.19683766906242 34.47173939021917),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
167,167,-120.22954895463745,34.473545824507596,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:49,15.6 secs,NAIP 2018,,POINT(-120.22954895463745 34.473545824507596),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
168,168,-120.23537445335698,34.47394284473805,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:49,7.6 secs,NAIP 2020,,POINT(-120.23537445335698 34.47394284473805),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
169,169,-120.19918331318986,34.472096082466,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:49,21.7 secs,NAIP 2020,,POINT(-120.19918331318986 34.472096082466),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
170,170,-120.2094541263138,34.47490026625474,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:57,35.5 secs,NAIP 2020,,POINT(-120.2094541263138 34.47490026625474),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
171,171,-120.19322089058487,34.479109386334834,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:49,5.9 secs,NAIP 2020,,POINT(-120.19322089058487 34.479109386334834),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
172,172,-120.19026289810834,34.478311210658234,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:49,8.1 secs,NAIP 2020,,POINT(-120.19026289810834 34.478311210658234),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
173,173,-120.19032272823611,34.47672245951584,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:50,12.0 secs,NAIP 2020,,POINT(-120.19032272823611 34.47672245951584),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
174,174,-120.24317373577983,34.47628259782209,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:50,44.5 secs,NAIP 2020,,POINT(-120.24317373577983 34.47628259782209),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
175,175,-120.19029408426442,34.47718693994865,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:51,19.5 secs,NAIP 2020,,POINT(-120.19029408426442 34.47718693994865),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
176,176,-120.2363964363607,34.470877623740925,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:51,8.0 secs,NAIP 2020,,POINT(-120.2363964363607 34.470877623740925),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
177,177,-120.19457551955684,34.476885122883175,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:51,14.4 secs,NAIP 2020,,POINT(-120.19457551955684 34.476885122883175),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
178,178,-120.18936174586493,34.47850141096962,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:51,10.0 secs,NAIP 2020,,POINT(-120.18936174586493 34.47850141096962),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
179,179,-120.20308165056457,34.479151710715065,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:51,4.8 secs,NAIP 2020,,POINT(-120.20308165056457 34.479151710715065),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
180,180,-120.19783817012447,34.47267640293009,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:51,14.8 secs,NAIP 2020,,POINT(-120.19783817012447 34.47267640293009),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
181,181,-120.21854792869574,34.47403137692075,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:52,11.9 secs,NAIP 2020,,POINT(-120.21854792869574 34.47403137692075),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
182,182,-120.22159921759423,34.479109227478936,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:52,7.4 secs,NAIP 2020,,POINT(-120.22159921759423 34.479109227478936),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
183,183,-120.23008985994097,34.47772816568464,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:52,4.4 secs,NAIP 2020,,POINT(-120.23008985994097 34.47772816568464),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
184,184,-120.20916902000785,34.478360680616454,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:52,4.9 secs,NAIP 2020,,POINT(-120.20916902000785 34.478360680616454),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
185,185,-120.20480235761707,34.471429734892716,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:52,6.0 secs,NAIP 2020,,POINT(-120.20480235761707 34.471429734892716),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
186,186,-120.25231047367713,34.47589353263589,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:52,9.4 secs,NAIP 2020,,POINT(-120.25231047367713 34.47589353263589),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
187,187,-120.23306904700635,34.47908295426621,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:52,4.8 secs,NAIP 2020,,POINT(-120.23306904700635 34.47908295426621),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
188,188,-120.21579713956487,34.47662434357482,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:53,16.4 secs,NAIP 2018,,POINT(-120.21579713956487 34.47662434357482),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
189,189,-120.25170210621991,34.47393271626325,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:53,7.1 secs,NAIP 2020,,POINT(-120.25170210621991 34.47393271626325),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
190,190,-120.23366272444416,34.476532697926714,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:53,12.0 secs,NAIP 2020,,POINT(-120.23366272444416 34.476532697926714),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
191,191,-120.19660826389752,34.47781340065955,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:53,4.9 secs,NAIP 2020,,POINT(-120.19660826389752 34.47781340065955),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
192,192,-120.20011698095854,34.476401110553695,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:53,21.4 secs,NAIP 2018,,POINT(-120.20011698095854 34.476401110553695),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
193,193,-120.23130565385947,34.47868602112644,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:54,36.9 secs,NAIP 2018,,POINT(-120.23130565385947 34.47868602112644),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
194,194,-120.20752835034006,34.478988439781354,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:54,23.7 secs,Mapbox Satellite,,POINT(-120.20752835034006 34.478988439781354),ca_m_3412039_nw_10_060_20200522,non-iceplant,Low confidence
195,195,-120.21516091657318,34.473169947037135,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:55,11.8 secs,NAIP 2020,,POINT(-120.21516091657318 34.473169947037135),ca_m_3412039_nw_10_060_20200522,iceplant,High confidence
196,196,-120.23205976065935,34.478594940565706,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:55,12.8 secs,NAIP 2018,,POINT(-120.23205976065935 34.478594940565706),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
197,197,-120.23516882842351,34.476215237586395,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:55,6.6 secs,NAIP 2020,,POINT(-120.23516882842351 34.476215237586395),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
198,198,-120.23488943493854,34.478545454388154,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:55,4.8 secs,NAIP 2020,,POINT(-120.23488943493854 34.478545454388154),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
199,199,-120.1985393474572,34.478658184457814,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:55,5.9 secs,NAIP 2020,,POINT(-120.1985393474572 34.478658184457814),ca_m_3412039_nw_10_060_20200522,non-iceplant,High confidence
200,200,-120.0248992117927,34.461549995110644,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:56,27.8 secs,NAIP 2020,,POINT(-120.0248992117927 34.461549995110644),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
201,201,-120.04481089419909,34.467755444243465,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:56,12.5 secs,NAIP 2018,,POINT(-120.04481089419909 34.467755444243465),ca_m_3412040_ne_10_060_20200522,non-iceplant,Low confidence
202,202,-120.01377104270827,34.46471813778117,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:56,8.1 secs,NAIP 2020,,POINT(-120.01377104270827 34.46471813778117),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
203,203,-120.02765741405935,34.46018393046059,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:56,15.0 secs,NAIP 2018,,POINT(-120.02765741405935 34.46018393046059),ca_m_3412040_ne_10_060_20200522,non-iceplant,Low confidence
204,204,-120.00059805292406,34.45931693679196,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:56,5.0 secs,NAIP 2018,,POINT(-120.00059805292406 34.45931693679196),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
205,205,-120.02181995815735,34.46129106915932,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:56,8.9 secs,NAIP 2020,,POINT(-120.02181995815735 34.46129106915932),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
206,206,-119.99850061138875,34.46337031843338,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:57,6.7 secs,NAIP 2020,,POINT(-119.99850061138875 34.46337031843338),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
207,207,-120.0051365481532,34.460212508640346,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 18:59,72.4 secs,NAIP 2020,,POINT(-120.0051365481532 34.460212508640346),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
208,208,-120.05137363072592,34.46626990672251,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:57,6.5 secs,NAIP 2020,,POINT(-120.05137363072592 34.46626990672251),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
209,209,-120.0027622937863,34.46470807961713,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:00,58.9 secs,NAIP 2020,,POINT(-120.0027622937863 34.46470807961713),ca_m_3412040_ne_10_060_20200522,non-iceplant,Low confidence
210,210,-120.02901714285504,34.46198013856973,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:58,13.0 secs,NAIP 2020,,POINT(-120.02901714285504 34.46198013856973),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
211,211,-120.00312798756515,34.459595369357416,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:58,26.2 secs,NAIP 2020,,POINT(-120.00312798756515 34.459595369357416),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
212,212,-120.03907333962961,34.46380898525243,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:58,14.6 secs,NAIP 2018,,POINT(-120.03907333962961 34.46380898525243),ca_m_3412040_ne_10_060_20200522,iceplant,High confidence
213,213,-120.02257999302152,34.46838372509175,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:59,9.0 secs,NAIP 2020,,POINT(-120.02257999302152 34.46838372509175),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
214,214,-119.99951354666106,34.46717562629525,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:59,4.3 secs,NAIP 2020,,POINT(-119.99951354666106 34.46717562629525),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
215,215,-120.02392791433753,34.46279188848316,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:59,4.6 secs,NAIP 2020,,POINT(-120.02392791433753 34.46279188848316),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
216,216,-120.04322567088575,34.46697072099102,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:00,48.2 secs,NAIP 2020,,POINT(-120.04322567088575 34.46697072099102),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
217,217,-120.05437982059276,34.47010128252109,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:59,16.2 secs,NAIP 2018,,POINT(-120.05437982059276 34.47010128252109),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
218,218,-120.04653516140837,34.462929601027575,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:01,33.8 secs,NAIP 2020,,POINT(-120.04653516140837 34.462929601027575),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
219,219,-120.00037308601458,34.458305464174984,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 00:59,10.7 secs,NAIP 2018,,POINT(-120.00037308601458 34.458305464174984),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
220,220,-120.00349657498617,34.46188672611923,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 01:00,8.4 secs,NAIP 2020,,POINT(-120.00349657498617 34.46188672611923),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
221,221,-120.03599767623706,34.47156571010218,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 01:00,5.5 secs,NAIP 2020,,POINT(-120.03599767623706 34.47156571010218),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
222,222,-120.01640180856798,34.46822213707048,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 01:00,3.5 secs,NAIP 2020,,POINT(-120.01640180856798 34.46822213707048),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
223,223,-120.02470253873378,34.46561769787942,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 01:00,3.5 secs,NAIP 2020,,POINT(-120.02470253873378 34.46561769787942),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
224,224,-119.99721912564391,34.461959692139466,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:02,60.0 secs,NAIP 2020,,POINT(-119.99721912564391 34.461959692139466),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
225,225,-120.04285728584357,34.466307387858066,galaz-garcia@nceas.ucsb.edu,false,2022-12-21 19:03,30.3 secs,NAIP 2020,,POINT(-120.04285728584357 34.466307387858066),ca_m_3412040_ne_10_060_20200522,non-iceplant,High confidence
